title,Url,description,Assesment Length,job level,languages
Apache HBase (New),https://www.shl.com/solutions/products/product-catalog/view/apache-hbase-new/,"Multi-choice test that measures the knowledge of HBase concepts such as CAP theorem, ACID properties, HBase client API, MapReduce integration, configuration and administration.",Approximate Completion Time in minutes = 5,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache Hive (New),https://www.shl.com/solutions/products/product-catalog/view/apache-hive-new/,"Multi-choice test that measures the knowledge of Hive architecture, datatypes, built-in functions, configurations, partitioning, bucketing and commands of Hive query language.",Approximate Completion Time in minutes = 5,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache Kafka (New),https://www.shl.com/solutions/products/product-catalog/view/apache-kafka-new/,"Multi-choice test that measures the knowledge of Apache Kafka architecture, components, clusters, performance tuning and advanced operations.",Approximate Completion Time in minutes = 6,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache Pig (New),https://www.shl.com/solutions/products/product-catalog/view/apache-pig-new/,"Multi-choice test that measures the knowledge of Pig architecture, built-in operators, built-in functions and commands in PigLatin.",Approximate Completion Time in minutes = 6,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache Spark (New),https://www.shl.com/solutions/products/product-catalog/view/apache-spark-new/,"Multi-choice test that measures the knowledge of Apache Spark principles, RDD operations - actions and transformations, lineage graphs and lazy evaluation.",Approximate Completion Time in minutes = 8,"Mid-Professional, Professional Individual Contributor,","English (USA),"
ASP .NET with C# (New),https://www.shl.com/solutions/products/product-catalog/view/asp-net-with-c-new/,"Multi-choice test that measures the knowledge of .NET framework and controls, C# fundamentals, OOPs concepts and advanced topics such as data access components, state management and security services.",Approximate Completion Time in minutes = 13,"Mid-Professional, Professional Individual Contributor,","English (USA),"
ASP.NET 4.5,https://www.shl.com/solutions/products/product-catalog/view/asp-net-4-5/,"The ASP.NET 4.5 test measures knowledge of programming in the ASP.NET environment. Designed for experienced developers, but an average performer in this role should pass this test. This test includes the following topics: .NET Framework, Client-Side Programming, Data Access, Enhanced Runtime Features, Portals, Services and Mobile, Security, Troubleshooting and Optimization, Web Applications, and Web Forms.",Approximate Completion Time in minutes = 30,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Assessment and Development Center Exercises,https://www.shl.com/solutions/products/product-catalog/view/assessment-and-development-center-exercises/,"SHL offers a comprehensive range of Assessment and Development Centre exercise in digital format, for remote assessment through our Virtual Assessment and Development Centre platform.

We offer a wide range of exercise types including group exercise, role plays, analysis presentations and written exercises.

Exercises are available across a wide range of job levels and industry contexts.

Contact SHL to find out more.",Approximate Completion Time in minutes = Variable,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English International, English (USA),"
Automata - Fix (New),https://www.shl.com/solutions/products/product-catalog/view/automata-fix-new/,"A simulated compiler integrated test to measure debugging skills in C, C++ and Java. The test checks the ability to fix logical or syntactical errors and to reuse an existing code.

 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Approximate Completion Time in minutes = max 20,"Mid-Professional,","English (USA),"
AngularJS (New),https://www.shl.com/solutions/products/product-catalog/view/angularjs-new/,"Multi-choice test that measures the knowledge of AngularJS architecture, forms, directives, filters, controllers, routing and testing.",Approximate Completion Time in minutes = 9,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache Hadoop (New),https://www.shl.com/solutions/products/product-catalog/view/apache-hadoop-new/,"Multi-choice test that measures the knowledge of basic concepts of Hadoop, commands, HDFS and MapReduce.",Approximate Completion Time in minutes = 7,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache Hadoop Extensions (New),https://www.shl.com/solutions/products/product-catalog/view/apache-hadoop-extensions-new/,"Multi-choice test that measures the conceptual knowledge of Pig, Hive and HBase.",Approximate Completion Time in minutes = 9,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache HBase (New),https://www.shl.com/solutions/products/product-catalog/view/apache-hbase-new/,"Multi-choice test that measures the knowledge of HBase concepts such as CAP theorem, ACID properties, HBase client API, MapReduce integration, configuration and administration.",Approximate Completion Time in minutes = 5,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache Hive (New),https://www.shl.com/solutions/products/product-catalog/view/apache-hive-new/,"Multi-choice test that measures the knowledge of Hive architecture, datatypes, built-in functions, configurations, partitioning, bucketing and commands of Hive query language.",Approximate Completion Time in minutes = 5,"Mid-Professional, Professional Individual Contributor,","English (USA),"
